"","logFC","logCPM","PValue","FDR"
"XLOC_006111",-0.316311297894665,6.05317437725905,0.0833265781732901,0.656431900182617
"XLOC_012557",0.238891406396676,5.39250830782023,0.0834422582036082,0.657020821706194
"XLOC_009700",0.197634839626752,6.54869399931061,0.0836090029256344,0.658011049985814
"XLOC_031638",-1.2059525769923,-2.56711847132716,0.0837157631830514,0.658300906247306
"XLOC_031488",-1.10469033772889,-1.11232376917743,0.0837278387142323,0.658300906247306
"XLOC_010179",-0.414194123260892,2.16016190287494,0.0839963561968496,0.659544911387979
"XLOC_005081",0.72003198001317,-0.936609073569296,0.0840132643490572,0.659544911387979
"XLOC_000041",0.53541507478848,1.6325363634209,0.0840419761375344,0.659544911387979
"XLOC_006227",0.23992089266242,5.27132571409977,0.0840706509388997,0.659544911387979
"XLOC_021821",0.551204591826085,0.536260227631171,0.0841666645400434,0.659544911387979
"XLOC_029755",-4.34891790791017,-4.41175195254978,0.0843023260370334,0.659544911387979
"XLOC_021526",-4.34892268735485,-4.41175195254978,0.0843160322162449,0.659544911387979
"XLOC_022162",-4.34892311935258,-4.41175195254978,0.0843172712991967,0.659544911387979
"XLOC_029842",1.75194786601755,-3.46173219356338,0.0843223585921359,0.659544911387979
"XLOC_009020",0.300404708198199,4.43294589445178,0.0844106366507598,0.659544911387979
"XLOC_026338",0.299574312083884,4.14836479263126,0.0844278185417503,0.659544911387979
"XLOC_022139",-0.514426194657814,1.23239573731449,0.0844458605734642,0.659544911387979
"XLOC_022245",-1.63220088816279,-3.41695062016275,0.0844468061307054,0.659544911387979
"XLOC_012364",-1.63220031028843,-3.41695062016275,0.0844611857872117,0.659544911387979
"XLOC_021248",1.10349619152157,-2.64542838068406,0.0845801617105643,0.659830444794321
"XLOC_019151",0.624180701889517,0.331048275716717,0.0846125209136918,0.659830444794321
"XLOC_006821",0.343432762482125,3.66984914170183,0.0846210455204925,0.659830444794321
"XLOC_018509",0.283831020032844,4.74256561734742,0.0847838921622202,0.660779314885653
"XLOC_028506",0.329598167904306,3.62568767436808,0.0848660355518694,0.661098593297071
"XLOC_011395",-0.568196535518276,0.275977001635208,0.0849194522561267,0.661193892324013
"XLOC_024240",-0.240517548248169,5.36922605367174,0.0849842424469186,0.661369512758857
"XLOC_001034",-0.203585550824687,6.2963489638907,0.0850243957853803,0.661369512758857
"XLOC_018846",0.18474174124187,8.18183925881323,0.0851203349100734,0.661681326996815
"XLOC_021878",0.225554725115058,5.94061413392196,0.0851760221892221,0.661681326996815
"XLOC_009432",0.304984881487635,4.10205660305211,0.0852055874586567,0.661681326996815
"XLOC_017888",0.482295152989375,1.3529656827338,0.0852293356729625,0.661681326996815
"XLOC_018389",-0.313253392377827,3.96819978535837,0.085289130874339,0.661747547649498
"XLOC_026000",-0.46154700324514,2.0253070343039,0.0853253767073682,0.661747547649498
"XLOC_026213",0.363481726522814,3.7571843911246,0.0853615179808228,0.661747547649498
"XLOC_001598",0.59930327811056,0.459646138269507,0.0854871475326225,0.662400325921186
"XLOC_031191",-0.471076936758852,1.68621638858174,0.0855596363115263,0.662400325921186
"XLOC_027443",1.55998322117918,-3.35230828586387,0.0855694971012481,0.662400325921186
"XLOC_024456",1.0528349240398,-2.49001992099222,0.0857036450649587,0.663119046514656
"XLOC_006967",2.15794175981935,-3.51803664017337,0.0858354730617156,0.663540667740042
"XLOC_009699",0.192510011832349,7.08830268022488,0.0858593088803609,0.663540667740042
"XLOC_001412",-0.955496949349496,-1.98706267315128,0.0858821244200441,0.663540667740042
"XLOC_010717",-1.51317953125982,-3.25890095817074,0.08598765081517,0.663918519785502
"XLOC_000558",-1.51317598037157,-3.25890095817074,0.0860319561932452,0.663918519785502
"XLOC_006212",0.383680848484063,3.82305350328999,0.0860550881142093,0.663918519785502
"XLOC_007421",0.307702900379707,4.03235823191711,0.0861320103586689,0.664192808025182
"XLOC_028431",0.244559713633807,5.1135210823238,0.0862274633330683,0.664609660975714
"XLOC_021956",-0.265601943129667,4.70906675717038,0.0862858763552358,0.664740760500629
"XLOC_027303",-0.350831909553485,3.4911107460551,0.0865030453587554,0.665433393077891
"XLOC_015206",-0.580087737886871,1.37934719121871,0.086533604003353,0.665433393077891
"XLOC_005986",-0.288737275937136,4.6146392870293,0.0865770487828938,0.665433393077891
"XLOC_017544",0.646780340814656,1.92851255243638,0.0865942192739151,0.665433393077891
"XLOC_005128",-0.469139099742424,3.30992381908762,0.0866316485837019,0.665433393077891
"XLOC_006059",-0.953850559429373,-2.11909659077313,0.086634987605047,0.665433393077891
"XLOC_024764",-0.568015865389575,4.1072275964291,0.0866659124837041,0.665433393077891
"XLOC_031057",0.897900667372135,-0.701415644728273,0.0868044717316763,0.666000783206865
"XLOC_017073",-0.705865632137551,2.28369413339184,0.0868491467429632,0.666000783206865
"XLOC_000168",0.47243447967544,1.44657502492294,0.0868683681762747,0.666000783206865
"XLOC_029892",-0.583193450451222,1.27312173129727,0.0869250584793115,0.666000783206865
"XLOC_024443",1.00276962941822,-2.08450879902233,0.0869472215261033,0.666000783206865
"XLOC_018116",0.381343587533,2.85665974175111,0.0870844319253991,0.666733693162748
"XLOC_018590",-0.239775408602414,5.68519070502286,0.087166476121867,0.66689890963566
"XLOC_023957",0.843433852673636,-1.64286461888843,0.0871890882170819,0.66689890963566
"XLOC_021342",0.741235027935715,-0.698213203648437,0.0874249180347146,0.66808293664418
"XLOC_006105",0.767540626325146,-1.01895699008182,0.0874391505633035,0.66808293664418
"XLOC_007005",-0.593962802735667,-0.105617798648864,0.0874859801578055,0.66808293664418
"XLOC_008277",0.257059239186075,5.79187967831019,0.0875103342113179,0.66808293664418
"XLOC_001959",0.558825445668921,0.331285393336347,0.0876307484047483,0.668481289679255
"XLOC_011350",-0.236097374174036,5.57231689567655,0.0876818722885369,0.668481289679255
"XLOC_018352",-0.271735761252497,4.68219857759032,0.0876874242332303,0.668481289679255
"XLOC_027674",-1.26134902184489,-2.5312455760296,0.0877760491914492,0.668734588326191
"XLOC_000261",1.74619523267208,-3.46101148401971,0.0878039559135229,0.668734588326191
"XLOC_018849",0.221332558863429,5.65168671063759,0.0880529935005868,0.670303093233083
"XLOC_023947",-0.598759417211697,0.710667069000726,0.0880933993598135,0.670303093233083
"XLOC_000808",1.74760981321283,-3.46048703857708,0.0882639399248153,0.671041264928251
"XLOC_006265",0.382712805916148,2.98777900716456,0.0882833012994561,0.671041264928251
"XLOC_001002",-0.230353900984215,5.53250022064038,0.0883158014819928,0.671041264928251
"XLOC_018920",0.194626706547864,6.49781005600869,0.0885241253789835,0.671737552511072
"XLOC_009209",-0.336875902966762,3.58680590372289,0.0885304849123365,0.671737552511072
"XLOC_029766",0.485824918432832,1.09706635746075,0.0885329592720915,0.671737552511072
"XLOC_005442",0.6508507710579,-0.569159500847476,0.0886540970020356,0.672338935931828
"XLOC_031410",-0.714877687370654,-1.03117539757501,0.0887073231784967,0.67242496394276
"XLOC_027412",-0.479533869052374,2.10344647983224,0.0887759732321424,0.672627772648441
"XLOC_008276",0.253049011314884,4.9770811424674,0.0888489717057107,0.672855793665182
"XLOC_000142",-0.618451566237982,4.47845141980361,0.0889260732756812,0.672855793665182
"XLOC_027593",-0.438611885981122,2.14168353882666,0.0889317965840869,0.672855793665182
"XLOC_024783",1.12833986180324,-1.98682704279008,0.0890639529725589,0.673538278367608
"XLOC_021685",-0.400817410282659,2.25823280413089,0.0892908473470576,0.674264853627694
"XLOC_012649",-0.588138065150237,-0.0255250517655584,0.0892998639911876,0.674264853627694
"XLOC_031458",-1.53011681183111,-3.47070144202061,0.0893686443265226,0.674264853627694
"XLOC_021487",0.357015225618249,3.15990327217001,0.0893830268449137,0.674264853627694
"XLOC_017252",0.411095341455782,2.53947545005468,0.0893839219252116,0.674264853627694
"XLOC_014961",0.72930679804028,-0.952105845851732,0.0894213869263093,0.674264853627694
"XLOC_005425",-0.908978569356975,-1.4410418609,0.089454010478168,0.674264853627694
"XLOC_008944",0.2577904751521,4.89675403855393,0.0895859550664817,0.674942519283136
"XLOC_007494",-0.532392799090092,0.787891785878229,0.0896766354584138,0.675308809702079
"XLOC_011282",-1.00567692496538,-1.95585167318083,0.089856826425405,0.676015771605294
"XLOC_010008",0.688000318951498,-0.425718088674378,0.0899001865013524,0.676015771605294
"XLOC_015775",0.199743277959974,7.75751207919458,0.0899219181815816,0.676015771605294
"XLOC_031069",-0.493209482989739,1.30246118420815,0.089938940401676,0.676015771605294
"XLOC_031317",-0.965543295219386,-1.91164028958831,0.0902007433170746,0.677666323797675
"XLOC_006102",0.192599542400128,7.67267473971268,0.0904615212648489,0.678755214492789
"XLOC_021160",0.184676884635364,7.48434889961229,0.0906190779242707,0.678755214492789
"XLOC_001110",1.17541908115165,-2.82317707543562,0.0906269292139435,0.678755214492789
"XLOC_026048",0.241431888382518,5.24206425227553,0.0906841347705378,0.678755214492789
"XLOC_028608",0.425308870280725,2.11357730849696,0.0907027044117863,0.678755214492789
"XLOC_010115",0.346794890134677,3.18629535722635,0.0907101859585253,0.678755214492789
"XLOC_024340",-0.554697606013804,0.749603496317173,0.0907144371030157,0.678755214492789
"XLOC_008966",0.182262393933646,7.78216846306775,0.0907474429547441,0.678755214492789
"XLOC_008100",0.24933652984076,5.03827188495525,0.0907677412949146,0.678755214492789
"XLOC_022146",-0.297429877067685,4.18006487109461,0.0908082064291369,0.678755214492789
"XLOC_017040",0.238935870802443,5.23599493583893,0.0908107256761452,0.678755214492789
"XLOC_000780",-0.660851070073446,-0.120729449167205,0.0908822354521585,0.678973611067662
"XLOC_022364",-0.625795713132484,0.888396387292556,0.0909402238081696,0.679014810573399
"XLOC_029574",0.181216094558483,8.12318890252615,0.0909723361908055,0.679014810573399
"XLOC_028539",-0.88337772921524,-1.79502830386689,0.091122453300063,0.67981923221771
"XLOC_019026",-0.447970722073818,2.58843671203543,0.0912416303317013,0.680333352064601
"XLOC_000472",0.198725407802463,8.04722949157343,0.0912761158733822,0.680333352064601
"XLOC_000500",0.247842278549307,6.27511502278047,0.0913200322711275,0.680344834391161
"XLOC_010615",-0.372039304978704,2.80621190952711,0.0913864587504774,0.680523931001352
"XLOC_019215",0.25326731503125,5.01949306263395,0.0917723179787474,0.682949873081062
"XLOC_010592",1.02220959991265,1.06242534473646,0.091858000682418,0.682949873081062
"XLOC_018764",0.326932770721588,4.7502778942635,0.0918742737551424,0.682949873081062
"XLOC_028661",0.41746353518359,2.13422392045746,0.0919264537413691,0.682949873081062
"XLOC_000381",-0.24929687653377,6.35468698935917,0.0919749501708397,0.682949873081062
"XLOC_015736",0.189149720936373,6.95532291046027,0.0920363120075846,0.682949873081062
"XLOC_000265",0.198344636376131,6.23829794181485,0.0920395500974382,0.682949873081062
"XLOC_024543",0.248116278689095,5.01467415693993,0.0920525397288955,0.682949873081062
"XLOC_029824",0.761602578898932,-1.28311532271634,0.092138336442119,0.683270665855991
"XLOC_018128",-0.201471103098109,6.31597693707109,0.0922003113417313,0.683330057413288
"XLOC_010019",0.581424342771615,0.0570581824092232,0.0922314689763061,0.683330057413288
"XLOC_011242",-0.553252689537092,0.263642559598763,0.0923172935695563,0.683571474792717
"XLOC_000601",-0.466789075006176,2.69877075273836,0.0923492076502898,0.683571474792717
"XLOC_012286",0.616869079287945,-0.175591047145464,0.0925033079832321,0.684086751965703
"XLOC_008185",-1.67971095936688,-3.65632326535992,0.0925040385249169,0.684086751965703
"XLOC_000693",1.38522789286728,-2.57393462633676,0.0927439906770497,0.685309775578949
"XLOC_018488",0.321870431373107,4.97070996026529,0.0927547893075713,0.685309775578949
"XLOC_028751",-0.276229208128999,4.82024616306327,0.0928356176918146,0.685591463680811
"XLOC_005145",-0.232920330316416,5.56811812421322,0.0929734362782045,0.685613809911798
"XLOC_010560",0.246332819181659,5.0422750831531,0.0930009257257025,0.685613809911798
"XLOC_005386",0.340655232079879,5.14077328804442,0.0930700839942029,0.685613809911798
"XLOC_012322",-0.356240115732932,3.30451050189176,0.0930821737342398,0.685613809911798
"XLOC_011241",-0.408113443777865,2.31451597616095,0.0931605506533279,0.685613809911798
"XLOC_012615",0.367569906553007,3.04552016976856,0.0931877555712196,0.685613809911798
"XLOC_006733",0.853071792192189,-1.64875975330443,0.093220854447742,0.685613809911798
"XLOC_018728",0.227298983882049,5.48163191705869,0.0932906787030901,0.685613809911798
"XLOC_030820",-1.68530400971176,-3.6555807870005,0.0932979601929589,0.685613809911798
"XLOC_017414",-1.68530695323593,-3.6555807870005,0.0933377825802049,0.685613809911798
"XLOC_010593",0.520703664711332,0.650298928584061,0.0933497804942511,0.685613809911798
"XLOC_016068",0.752043537570525,-0.136644821702626,0.0933510923990776,0.685613809911798
"XLOC_006803",0.198537629926762,6.17407316757963,0.0934358699401654,0.685922675761022
"XLOC_023972",0.24508773773079,6.17575357831042,0.0935339274598656,0.686305303983749
"XLOC_026155",0.252977605842383,4.84672913642005,0.0935734855447167,0.686305303983749
"XLOC_008446",0.311771355232045,4.13013690302227,0.0937062214174337,0.686894987183152
"XLOC_027365",0.187775920368179,7.27411653051574,0.0937409320254096,0.686894987183152
"XLOC_028830",0.887047589317886,-1.9158747004319,0.0938087495053526,0.686894987183152
"XLOC_015135",0.426456763519044,1.98107899758297,0.09382502067223,0.686894987183152
"XLOC_001066",-0.273418601853921,5.37240192291535,0.0939103111057888,0.686912629189957
"XLOC_021320",-0.601529348939291,0.0212342069912732,0.0939130003781972,0.686912629189957
"XLOC_005101",0.849976182769307,-1.72717878011963,0.0939882378972667,0.687149890455654
"XLOC_011093",1.19181332678949,-2.48799811958804,0.0940497023762926,0.687286286595984
"XLOC_010571",-1.53806577989822,-3.47050550204041,0.0941500693247347,0.687706716564429
"XLOC_001431",-1.15474034114867,-2.83147519378773,0.0944159165643198,0.688754504810833
"XLOC_015082",0.490492963248968,1.09842996320796,0.0944720509536128,0.688754504810833
"XLOC_027370",-0.452686910724608,1.62856812082382,0.0945000926373001,0.688754504810833
"XLOC_024742",-0.360142673304704,2.89999308899693,0.0945116158504094,0.688754504810833
"XLOC_027187",0.19417097585191,6.52209369338306,0.0945144579343088,0.688754504810833
"XLOC_010302",0.178964029862606,9.42789036800765,0.0945509142698895,0.688754504810833
"XLOC_022021",0.304669440114345,3.90732775558689,0.0946162937933947,0.68891818451381
"XLOC_016082",0.197541663052043,6.38910045402592,0.0947316949414204,0.689445767128062
"XLOC_021551",0.71338123824885,-1.09256080929053,0.0948162784140501,0.689748685970808
"XLOC_008242",0.409526643893091,2.28803933067297,0.0949829280692746,0.690306325291417
"XLOC_030809",-0.683623457820474,0.550561947607898,0.0949939416556772,0.690306325291417
"XLOC_016031",0.246513157369115,5.57863338443936,0.0950219233194663,0.690306325291417
"XLOC_001705",0.267979825087778,4.54153408583373,0.0950741385328028,0.69037326736506
"XLOC_017257",-0.460541708049571,1.52310204865484,0.0952712503720525,0.691491828536756
"XLOC_018726",-0.265132844160266,5.15179064850201,0.0953598105948246,0.691821852281929
"XLOC_019324",-0.225584616832094,5.66923561737515,0.0955517005284149,0.692900881654788
"XLOC_010105",0.533312218727056,0.276522185381031,0.0955990123217285,0.692930989988872
"XLOC_000047",2.63985438477613,-4.10846822520086,0.0956627064009465,0.693079761402164
"XLOC_018711",0.502134828491729,0.794795528236893,0.0958994984413091,0.694136322289765
"XLOC_001636",-0.300161845034752,4.0176024873406,0.0959327100900843,0.694136322289765
"XLOC_021305",0.690491051236538,-0.784470587342736,0.0959526038335466,0.694136322289765
"XLOC_000616",0.325571957318714,4.11321438149788,0.0960318499457171,0.694136322289765
"XLOC_024719",2.01878165366572,-3.58502587167646,0.0960618796497052,0.694136322289765
"XLOC_001684",-1.45689126540247,-3.11306070821502,0.0960679481861013,0.694136322289765
"XLOC_030967",0.852536760992682,-1.64346930515947,0.0962043280984249,0.694415402724933
"XLOC_023987",0.197751252803483,6.33186458268714,0.0962831567808805,0.694415402724933
"XLOC_024316",0.536295276338337,0.702902372874623,0.09632970158071,0.694415402724933
"XLOC_027459",0.185136785361669,7.33931157805354,0.096330927353757,0.694415402724933
"XLOC_001367",-0.698108633636312,-0.527265189059266,0.0963575132696384,0.694415402724933
"XLOC_016896",0.239492098123562,5.56163640088351,0.096395024393439,0.694415402724933
"XLOC_031093",-0.642239244653925,-0.439661247470074,0.096409338690369,0.694415402724933
"XLOC_029845",-1.93473670645746,-3.86645980975956,0.0966382476356706,0.695092766314515
"XLOC_011542",1.24588149678128,-2.89566403630547,0.0966449851632697,0.695092766314515
"XLOC_029595",0.674258448633556,-0.717472932805192,0.0966655843152229,0.695092766314515
"XLOC_008880",-0.308840836943,4.1048259458386,0.0966765585288267,0.695092766314515
"XLOC_028396",0.206819225702733,6.05978158574953,0.0969112810298318,0.696232555119442
"XLOC_018291",-0.457328027759345,2.07075971115958,0.096937625249727,0.696232555119442
"XLOC_018659",-0.206057669579053,6.02417746224753,0.0969651817656227,0.696232555119442
"XLOC_026090",0.516376070975175,0.79267360359845,0.0970366352856311,0.696434143724098
"XLOC_024124",-0.201327792263243,7.40416682734785,0.0971914387963849,0.69651433022599
"XLOC_006048",0.61420397147196,-0.266432685897659,0.0972007179290341,0.69651433022599
"XLOC_018761",0.383107497521786,2.5520792649778,0.0972293823851652,0.69651433022599
"XLOC_015722",-0.293123906678139,4.27379781933551,0.0972489533799678,0.69651433022599
"XLOC_029834",1.39817692347171,-3.24818233436886,0.0972647230374756,0.69651433022599
"XLOC_024404",-0.699385300289477,-1.04098894637555,0.0973310236736091,0.696619715317684
"XLOC_006813",0.360017105145218,2.92638805185905,0.0973662186965358,0.696619715317684
"XLOC_026222",0.54010457647642,0.979692327927672,0.0974955693479482,0.697234461417064
"XLOC_026377",0.378836654488783,2.57206623100301,0.0975580480798919,0.697370641995844
"XLOC_007765",0.179050540413455,7.63042598150277,0.097656216665696,0.697464766831825
"XLOC_015685",-0.3561739954136,3.33643978510732,0.0976951411968402,0.697464766831825
"XLOC_000946",1.14589298075625,-2.51619824791432,0.0977015422363608,0.697464766831825
"XLOC_005348",0.362503793979163,3.11028634529374,0.0979573791519376,0.69898032101527
"XLOC_026032",0.542447344686967,0.320540972432168,0.0982075848930086,0.700075595317056
"XLOC_000003",-0.254897712841183,5.01460194646007,0.0982510079097621,0.700075595317056
"XLOC_030848",-0.818304204819336,-1.4143380520058,0.0983251612276561,0.700075595317056
"XLOC_030961",-0.507708585748635,0.719427225134766,0.0983395131811216,0.700075595317056
"XLOC_007574",-0.248956154185269,5.21163655048981,0.0983944180521979,0.700075595317056
"XLOC_028879",0.330380971276057,5.29485781168857,0.0984107494251107,0.700075595317056
"XLOC_023985",4.43868851809152,-4.40914778255794,0.0984196906116722,0.700075595317056
"XLOC_026526",-0.245013489203515,5.93938297787274,0.0984597131252514,0.700075595317056
"XLOC_009149",-0.445529574158872,2.83740756752568,0.0985221715950904,0.70020959050871
"XLOC_008410",-0.399728079149321,2.1106365527728,0.0985803030961045,0.700312728410601
"XLOC_027308",-0.30118900314687,3.90464577335097,0.0988059807656255,0.701447721187294
"XLOC_031005",-0.734233387838229,0.166624619044468,0.0988274522158616,0.701447721187294
"XLOC_015179",0.626687032577492,-0.571273126341252,0.0989129291663836,0.701695289458169
"XLOC_023929",0.276359085967251,4.6577135135472,0.0989652543007083,0.701695289458169
"XLOC_031364",-0.681025979540262,-0.758284168135193,0.0989934494315012,0.701695289458169
"XLOC_021347",1.00888845464331,-2.43262571885955,0.099043028778017,0.701736905132861
"XLOC_021800",-1.68737805599099,-3.65376408635769,0.0991978858958665,0.702524066192385
"XLOC_029772",-0.225789387844776,5.38360070638148,0.099263935697859,0.702527997133991
"XLOC_005131",-0.238413587568468,5.35864131342776,0.0993054612532549,0.702527997133991
"XLOC_021519",1.64132748547985,-3.29919068604298,0.0993297137025326,0.702527997133991
"XLOC_000957",0.900553537287829,-1.95303729767532,0.0993815234324969,0.702584922372848
"XLOC_017146",0.287312400570631,4.29443355763042,0.0994713201212303,0.702910230874275
"XLOC_015693",0.285460212498038,4.55939459891944,0.0995737361025598,0.702958378765134
"XLOC_006868",-0.576916281301184,1.03450641927991,0.099577292241222,0.702958378765134
"XLOC_002018",0.624120269521882,-0.519598742285119,0.0996233138848368,0.702958378765134
"XLOC_000172",-0.764952377972699,-0.835265313554199,0.0996546084375796,0.702958378765134
"XLOC_001336",-0.401650386511339,2.50343079247057,0.099697055649219,0.702958378765134
"XLOC_011408",0.340455917177064,4.26718470840213,0.0999831722030157,0.70440612648971
"XLOC_022347",4.45890561110293,-4.40621359040988,0.100024529715192,0.70440612648971
"XLOC_027626",0.206443520056745,5.79037999204269,0.100077637906594,0.70440612648971
"XLOC_018121",-0.214764752416718,6.82098433771675,0.100194056829089,0.70440612648971
"XLOC_005077",0.238687850131577,4.98300994262577,0.100229590783226,0.70440612648971
"XLOC_019024",0.183245779868048,6.93481412189728,0.100232963873436,0.70440612648971
"XLOC_026343",0.178383196011079,8.81710154041823,0.100233820532456,0.70440612648971
"XLOC_011547",0.357281146552387,3.62444624386712,0.100253378949174,0.70440612648971
"XLOC_015776",0.190411150977689,6.33078714765078,0.100434455203469,0.704727880688363
"XLOC_005182",0.185317216234628,7.41102315912295,0.100446730277065,0.704727880688363
"XLOC_005188",-0.360915815951569,2.73274729293505,0.100499902675584,0.704727880688363
"XLOC_002028",-0.825174427841102,-1.67354324512681,0.100508734158588,0.704727880688363
"XLOC_012336",-1.10662442400329,-2.26070990742104,0.100518645081056,0.704727880688363
"XLOC_030852",-0.626948197173729,0.268164772397384,0.100687294576258,0.704811238602391
"XLOC_017263",-0.865956589572759,-1.65340699699711,0.100689479001028,0.704811238602391
"XLOC_012537",1.1282244506399,-1.84428930476582,0.100698569016947,0.704811238602391
"XLOC_016538",0.361219957867512,3.28815642335261,0.100706133998996,0.704811238602391
"XLOC_031274",-0.404494056179038,3.01980285598249,0.100925323739448,0.706037504416922
"XLOC_007555",-0.940348772852163,-1.81084997919134,0.1010332374244,0.706187546644113
"XLOC_007664",0.921747441005011,-2.06095004114992,0.101034742736937,0.706187546644113
"XLOC_017460",-0.530933797951284,0.340389589628469,0.101146437846641,0.706660600360233
"XLOC_009074",0.336663715257371,3.27849819510408,0.101260235297645,0.707139160921895
"XLOC_021513",1.42219120821834,1.03853525463769,0.101341361875037,0.707139160921895
"XLOC_021627",-1.93749815887703,-3.86701175528787,0.101389540352782,0.707139160921895
"XLOC_027265",0.179301438028191,8.03246602217682,0.101391114820442,0.707139160921895
"XLOC_019044",-0.422312144545317,1.85799351348213,0.101550126829956,0.707940636671711
"XLOC_012530",0.227934409428361,5.23794706549239,0.101678206754745,0.708525872156
"XLOC_015782",0.188615030985852,6.89559462837669,0.101743612421972,0.708674055286233
"XLOC_026329",-1.93253025276755,-3.86590772842501,0.101831544960962,0.708974478858399
"XLOC_019010",-0.489282039955868,0.769651125070711,0.101875062144274,0.708974478858399
"XLOC_008921",-0.218339254907814,6.91556955905966,0.102052780898257,0.7099035516991
"XLOC_026452",-0.744500104385505,-1.2354017893125,0.102238277162494,0.710885898589798
"XLOC_001572",-0.866703172804524,-1.10653778352474,0.102425650692947,0.711713390513412
"XLOC_028823",0.299055829498204,4.82770862424527,0.102445944906664,0.711713390513412
"XLOC_024445",0.821738243212022,-1.36982807391817,0.102645946248684,0.712480795144756
"XLOC_025990",0.292732669802117,4.78010222390398,0.102732123668758,0.712480795144756
"XLOC_016292",0.196102184959779,6.06114045774394,0.102737769156682,0.712480795144756
"XLOC_015042",-0.38669112483314,3.63572602112181,0.102748115307809,0.712480795144756
"XLOC_005448",0.275859634372859,4.60605831185134,0.102778294709141,0.712480795144756
"XLOC_021723",-0.911891732989797,-2.01099258169819,0.102929520103989,0.713221167574255
"XLOC_006760",0.199766522131436,7.29129558348244,0.103320938906863,0.715624535871307
"XLOC_027170",-2.44458048183832,-4.11292714993094,0.103409596209274,0.71592974003445
"XLOC_007637",-0.332049403844025,3.48550742821309,0.103516275153054,0.716238050761907
"XLOC_019419",-0.393920329203341,2.29387431064576,0.103543351966265,0.716238050761907
"XLOC_018597",0.349499214195768,3.34370864402565,0.103766983498592,0.717193752640529
"XLOC_024251",0.18532676372609,6.98076397000574,0.103770855645216,0.717193752640529
"XLOC_001094",0.655088067898238,0.0547174017209712,0.103906039882766,0.717819049190105
"XLOC_009745",-0.534799063828567,0.703313720335577,0.104001694750864,0.717907652216743
"XLOC_023943",0.197311461750291,6.03611145712568,0.104008296422058,0.717907652216743
"XLOC_028621",-0.374647776799516,2.46219690227765,0.104110243082445,0.718013449445851
"XLOC_019211",-0.562568652718667,0.145669110553051,0.104113068222357,0.718013449445851
"XLOC_015013",0.510595152586849,0.625461888585984,0.104199930540794,0.718303943680739
"XLOC_002044",-0.237693501290409,5.21138105003564,0.104287296968208,0.718388520228234
"XLOC_012638",1.10235223005538,-2.29115061388793,0.104301690479727,0.718388520228234
"XLOC_000232",0.454840402642722,1.51829429280397,0.104545576727507,0.719759534459742
"XLOC_024092",0.310163665636837,3.69811501435162,0.104632368549144,0.720048297066658
"XLOC_010767",-1.92871287350793,-3.86965106448343,0.104958158792965,0.721915795922965
"XLOC_006084",0.19188718770374,6.19085747776082,0.105011413576601,0.721915795922965
"XLOC_016048",-0.495888198406322,1.05793465363091,0.105038635893868,0.721915795922965
"XLOC_027670",-0.240528458540572,4.94837614740472,0.10508727952459,0.721941066652674
"XLOC_010245",-1.00358855339028,-2.23254832111358,0.105229478369382,0.722190906641395
"XLOC_000762",0.191582128306329,6.43507281213479,0.105247918396394,0.722190906641395
"XLOC_011285",0.538603956650391,1.33676813959812,0.105258593680527,0.722190906641395
"XLOC_031539",-0.435531080519396,1.65285527924912,0.105486892169941,0.723405981139184
"XLOC_000992",-0.412454593882569,3.95411236631583,0.105688940907942,0.723405981139184
"XLOC_021114",-0.48489839471057,0.858965405456034,0.105707260781726,0.723405981139184
"XLOC_019157",0.182688450853611,9.71747328547422,0.105709542038919,0.723405981139184
"XLOC_031203",-0.662193492879259,-0.948622584717983,0.105729947606351,0.723405981139184
"XLOC_005930",1.25912920071229,-3.01752715816103,0.105802767122111,0.723405981139184
"XLOC_021889",-1.28839167785135,-2.15894951607456,0.10580388459257,0.723405981139184
"XLOC_024484",-0.367376489187012,3.51090968844109,0.105836973554783,0.723405981139184
"XLOC_000023",0.192404944299095,6.49966771619715,0.105841211441666,0.723405981139184
"XLOC_031365",-0.298513916399412,4.58015210432319,0.105961696426546,0.723627157528883
"XLOC_011442",1.00021151019674,-2.43419029340141,0.10596371518844,0.723627157528883
"XLOC_005092",0.282311575324222,4.08814484745133,0.106171968600856,0.723926216333913
"XLOC_016374",0.397257456493903,2.88578650867588,0.106181601628536,0.723926216333913
"XLOC_011509",1.10364221631722,-2.45653868578257,0.106249947594742,0.723926216333913
"XLOC_007488",0.23511266656991,5.10592438397534,0.106286605670783,0.723926216333913
"XLOC_021491",0.391913356761875,3.37081928350753,0.106329110555533,0.723926216333913
"XLOC_031690",-0.49103309426408,0.693815782760753,0.106354593272916,0.723926216333913
"XLOC_021648",-0.236487114731581,5.03250400732852,0.106360746171377,0.723926216333913
"XLOC_030872",-0.52250922165888,0.55515052450804,0.106376238138452,0.723926216333913
"XLOC_011921",-0.597243028560191,-0.32377822937044,0.106413321117909,0.723926216333913
"XLOC_000284",-0.375141329597283,2.65036979958517,0.106689902053728,0.725261610489884
"XLOC_014862",0.723506732148583,-1.1731682986718,0.1066999641219,0.725261610489884
"XLOC_024359",0.381229246311664,3.31662211054706,0.106837000029907,0.72588575348293
"XLOC_026271",0.551199656680402,0.446793173224285,0.107167985838991,0.727826570492806
"XLOC_011523",1.55016060209862,-3.35038340336298,0.107291091864509,0.728075643005029
"XLOC_008883",1.89464511977732,-3.64420080654345,0.107295357916531,0.728075643005029
