"","logFC","logCPM","PValue","FDR"
"XLOC_031249",-0.689006866162156,5.18665530198461,1.76137522255056e-06,0.000135956149990621
"XLOC_031288",-0.86392796644633,3.96141442376491,1.84726162387478e-06,0.000141903279288563
"XLOC_031185",-0.595083665626216,6.05015127800423,1.85902373691183e-06,0.000142126790933902
"XLOC_019304",1.61663459065881,0.806729780725465,1.89378511574085e-06,0.00014409819920957
"XLOC_011592",1.68959866735339,3.06325401493333,2.03206042945349e-06,0.000153890236768282
"XLOC_021955",2.47117969729047,1.9788585731788,2.09367423865378e-06,0.000157811924420593
"XLOC_030965",-1.50520944324479,1.54841516369599,2.22816839892942e-06,0.000167164689929027
"XLOC_030843",-0.627354891242377,6.34105675723023,2.29526383428237e-06,0.000171397492369318
"XLOC_005992",0.588594734371362,7.87244818845509,2.3870633634119e-06,0.00017742732546101
"XLOC_031481",-0.728685743719304,4.90648954083804,2.51492581670368e-06,0.000186069741876395
"XLOC_002053",1.3850440587405,1.52956685298901,2.68084474820406e-06,0.000197402152192228
"XLOC_028732",2.09229209768379,-0.805522348161385,2.69268585051996e-06,0.000197402152192228
"XLOC_031654",-0.836466208786726,4.1072870282277,2.82644154609035e-06,0.00020626599555673
"XLOC_031512",-0.966873045141302,8.1431332328969,2.84753130382706e-06,0.000206864774130966
"XLOC_031339",-0.913801718343437,3.51283478669648,2.90355815942364e-06,0.000209984802925885
"XLOC_031127",-1.45904650044947,0.937171765674567,2.95192747732518e-06,0.000211701985514299
"XLOC_031113",-0.777451686054021,4.8304178888387,2.95652781834829e-06,0.000211701985514299
"XLOC_031104",-0.744036631500276,4.61372507781762,2.96686058802349e-06,0.000211701985514299
"XLOC_031447",-0.736914391274166,5.34835861946201,3.16523336390497e-06,0.000224857617953514
"XLOC_031524",-0.515518647151894,7.13832277200676,3.45231083977714e-06,0.000244171147720802
"XLOC_030901",-0.848809896546714,3.9468998267989,3.79234682671359e-06,0.000267044422381082
"XLOC_028481",1.86145706357109,-0.644414715013576,3.94990316272869e-06,0.000276728735966737
"XLOC_030964",-1.3147561250291,1.38946960921682,3.96434813281529e-06,0.000276728735966737
"XLOC_030909",-0.64227813025034,5.24076797510403,4.17371559942089e-06,0.000289142855938537
"XLOC_030814",-0.791164180247267,4.32384019974067,4.17820881829589e-06,0.000289142855938537
"XLOC_031552",-0.769454002859567,4.38464631543205,4.47458438699722e-06,0.000308323829756397
"XLOC_031498",-0.950186908894355,3.27560633652144,4.52123223266466e-06,0.000310206767074492
"XLOC_024739",0.512974769688861,7.0977944604921,4.94600492694567e-06,0.000337906847243033
"XLOC_001418",1.87650585011539,-0.641239460006874,5.26535454736991e-06,0.000358200284991627
"XLOC_031137",-0.70653466990636,4.75269378755236,5.39227748049401e-06,0.000365286982908571
"XLOC_024736",1.40563297110585,0.785538107604471,5.46573562386573e-06,0.000368707501853632
"XLOC_022256",2.88719384831473,-0.756283205104158,5.54762474871164e-06,0.000372665754563035
"XLOC_031480",-0.870920727653341,3.60670656362313,5.57273065491028e-06,0.000372792461102435
"XLOC_031300",-0.940535880559381,4.28263136744165,6.5492340270614e-06,0.000436298557279962
"XLOC_011792",2.7504795753414,-1.73384450291274,6.64936331465166e-06,0.000440814231080221
"XLOC_031551",-0.545768242164299,6.43978007772534,6.67193137044495e-06,0.000440814231080221
"XLOC_031135",-0.778505283495883,4.17772085327035,7.0300380910923e-06,0.000461396975000217
"XLOC_030754",-0.481515267938587,9.39423781657355,7.04093795546891e-06,0.000461396975000217
"XLOC_030869",-0.83940198635798,3.81821464537962,7.08129211120223e-06,0.000462155060346959
"XLOC_012007",1.69725609394941,-0.0618203522239918,7.38509569384946e-06,0.000480031220100215
"XLOC_031592",-1.03729183056768,2.85737933928334,7.58662335942007e-06,0.000489360842682747
"XLOC_031369",-0.876419238569495,3.77179059790438,7.58958890239826e-06,0.000489360842682747
"XLOC_031091",-0.634215687718053,5.78964780122943,7.62233173678704e-06,0.000489506144136464
"XLOC_002104",3.6000572217255,-1.92562501484173,7.83994029074936e-06,0.00050147506521108
"XLOC_030908",-0.599617365093778,5.68708090120905,7.8755176912076e-06,0.000501751732271183
"XLOC_031129",-0.66949786936062,5.04119705958985,8.41647957275495e-06,0.000534097152334311
"XLOC_031543",-1.18336048659958,1.60425821360024,8.65885599872692e-06,0.000547314697084884
"XLOC_031283",-1.48153439232963,0.629134375047752,8.80249520031263e-06,0.000554212001729487
"XLOC_001366",1.317850963533,1.20884890704487,9.0183199539146e-06,0.000565093804129464
"XLOC_031040",-1.03988309702354,2.47286412600631,9.04572455068652e-06,0.000565093804129464
"XLOC_031179",-0.750821793278304,4.27168821400851,9.35712448239351e-06,0.000582281525445069
"XLOC_031691",-0.64217829850338,5.0522670706542,9.56861392827804e-06,0.000593143230187274
"XLOC_001501",0.720831242255247,5.16585620035694,9.6721396360187e-06,0.000597254622524155
"XLOC_030895",-0.519158814920743,6.37959909514129,9.96720225724599e-06,0.000613116598621013
"XLOC_030829",-0.60626351018933,5.61391154690115,1.01656545172259e-05,0.000622937340740693
"XLOC_021612",2.6709097981641,-1.58076996548423,1.02997046881345e-05,0.000628751934479085
"XLOC_031034",-0.799733699565784,4.01465152920218,1.14172828803022e-05,0.000694335138800198
"XLOC_002120",2.02287371972656,0.613590729551393,1.16773323225462e-05,0.000707470077126336
"XLOC_021920",1.56011347901474,1.7008892859817,1.24130171831259e-05,0.000749214251410098
"XLOC_031516",-0.673194136526746,4.71219258556025,1.27852511164821e-05,0.000768791036236402
"XLOC_030903",-1.37480696084452,1.18848897218006,1.32422160849675e-05,0.000793297683746842
"XLOC_027565",-1.43770467261823,0.959615196783882,1.35566649613032e-05,0.000809116193136518
"XLOC_021846",0.568854529272303,6.08464295600881,1.5568881209243e-05,0.000925771806719989
"XLOC_031637",-0.958402938951153,3.09460225639986,1.56685494897193e-05,0.000927004381822416
"XLOC_031024",-0.850099718072395,5.07078609574256,1.57050882501213e-05,0.000927004381822416
"XLOC_031595",-0.887388154395255,3.21545926115226,1.6685417464237e-05,0.000981261455634891
"XLOC_031462",-0.733785173428738,4.3590543553325,1.70357014756195e-05,0.000998205062741134
"XLOC_011415",1.77636027735881,-0.901946471792558,1.78187317714955e-05,0.00104028995851404
"XLOC_031146",-1.27752326887077,2.27570209605832,1.79040891198678e-05,0.00104148605369376
"XLOC_031522",-1.26071360996119,1.25791393553517,1.86120850876391e-05,0.001078761827011
"XLOC_030769",-1.02075353268874,4.21782370785928,1.90697709868824e-05,0.00110131357264171
"XLOC_031391",-0.817380984700446,3.73696152978712,1.91685511677972e-05,0.00110305049820424
"XLOC_022348",1.36393224488328,1.07310729937584,2.03125833487947e-05,0.00116470902023178
"XLOC_031194",-0.862648909268046,3.41822345276444,2.08242105591564e-05,0.00118979608728561
"XLOC_031293",-0.889580634183555,3.98283483573466,2.30626670653182e-05,0.00131301815508398
"XLOC_031430",-0.4819127793021,6.64015024321052,2.31964895553685e-05,0.00131597045869767
"XLOC_002239",1.86021900215498,-0.717136809304158,2.37159801361427e-05,0.00134070444044286
"XLOC_030972",-0.626663128749308,4.97523566710719,2.3863257077106e-05,0.00134429681534364
"XLOC_000973",3.01433369635542,-2.39642452820285,2.48407234444274e-05,0.00139446788426672
"XLOC_030915",-0.729680945065387,4.20805119172401,2.61246593770005e-05,0.00146143347142071
"XLOC_030887",-0.494494405776053,6.98868602353662,2.7956965658725e-05,0.00155850376267649
"XLOC_031341",-0.502216036012497,6.54282378018419,2.84688498827393e-05,0.0015815480445238
"XLOC_031684",-0.923702270976199,3.19969062101245,2.91480703323634e-05,0.00161369747995205
"XLOC_031667",-0.484755633268146,6.69889469844246,2.93754641477852e-05,0.00162069785873777
"XLOC_031646",-0.553213350267045,5.65071946134082,3.01083992637069e-05,0.00165544640472197
"XLOC_031562",-0.67291693547406,8.26604749673851,3.13118715186188e-05,0.00171574094618234
"XLOC_031126",-1.44227166429925,0.391735508672437,3.16536974166748e-05,0.00172282526613864
"XLOC_031102",-1.16560255520888,1.37018089633228,3.16557741208907e-05,0.00172282526613864
